Started at: Tue Nov 16 18:00:22 2021

Using random seed: 1637082022
Map: res/textures/map_corridor_256x144.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: false
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
167.987,2,0,179
170.386,2,0,179
172.784,2,0,179
175.183,2,0,179
177.582,2,0,179
179.98,2,0,179
182.379,2,0,179
184.778,2,0,179
187.176,2,0,179
189.575,2,0,179
191.974,2,0,179
194.372,2,0,179
196.771,2,0,179
199.17,2,0,179
201.568,2,0,179
203.967,2,0,179
206.366,2,0,179
208.765,2,0,179
211.163,2,0,180
213.562,2,0,182
215.961,2,0,189
218.359,2,0,189
220.758,2,0,191
223.157,2,0,191
225.555,2,0,191
227.954,2,0,191
230.353,2,0,191
232.751,2,0,192
235.15,2,0,195
237.549,2,0,196
239.947,2,0,197
242.346,2,0,198
244.745,2,0,201
247.143,2,0,205
249.542,2,0,208
251.941,2,0,210
254.339,2,0,214
256.739,2,0,219
259.142,3,1,220
261.544,3,0,222
263.946,11,8,217
266.349,42,31,188
268.751,74,32,162
271.153,106,32,137
273.556,137,31,123
275.958,166,29,116
278.36,194,28,125
280.763,217,23,143
283.165,234,17,164
285.567,262,28,175
287.97,295,33,171
290.372,337,42,148
292.774,373,36,132
295.177,407,34,130
297.579,431,24,138
299.981,450,19,153
302.384,484,34,149
304.786,512,28,158
307.189,547,35,160
309.591,570,23,169
311.993,603,33,162
314.396,636,33,158
316.798,665,29,163
319.2,693,28,166
321.603,727,34,165
324.005,769,42,151
326.407,797,28,160
328.81,827,30,161
331.212,859,32,161
333.614,882,23,170
336.017,914,32,173
338.419,944,30,173
340.821,984,40,163
343.224,1019,35,151
345.626,1048,29,156
348.028,1083,35,161
350.431,1113,30,163
352.833,1144,31,159
355.235,1184,40,145
357.638,1211,27,145
360.04,1248,37,134
362.442,1277,29,138
364.845,1303,26,152
367.247,1327,24,151
369.649,1359,32,150
372.052,1401,42,137
374.454,1425,24,149
376.856,1458,33,148
379.259,1484,26,147
381.661,1516,32,147
384.064,1548,32,148
386.466,1568,20,161
388.868,1592,24,169
391.271,1625,33,173
393.673,1656,31,169
396.075,1694,38,156
398.478,1732,38,151
400.88,1759,27,156
403.282,1787,28,163
405.685,1810,23,175
408.087,1836,26,175
410.489,1872,36,173
412.892,1898,26,171
415.294,1933,35,162
417.696,1963,30,167
420.099,2006,43,154
422.501,2030,24,161
424.903,2066,36,157
427.306,2102,36,160
429.708,2140,38,159
432.11,2168,28,156
434.513,2205,37,156
436.915,2237,32,164
439.317,2261,24,181
441.72,2295,34,178
444.122,2337,42,161
446.524,2375,38,146
448.927,2406,31,154
451.329,2441,35,145
453.731,2466,25,153
456.134,2495,29,150
458.536,2523,28,158
460.939,2550,27,178
463.341,2586,36,167
465.743,2621,35,158
468.146,2658,37,148
470.548,2696,38,147
472.95,2720,24,148
475.353,2740,20,161
477.755,2781,41,153
480.157,2807,26,158
482.56,2838,31,159
484.962,2866,28,172
487.364,2903,37,165
489.767,2932,29,163
492.169,2971,39,152
494.571,3013,42,129
496.974,3039,26,112
499.376,3066,27,85
501.778,3092,26,60
504.181,3101,9,51
506.583,3113,12,39
508.985,3117,4,35
511.388,3123,6,29
513.79,3134,11,18
516.192,3135,1,17
518.595,3139,4,13
520.997,3141,2,11
523.399,3143,2,9
525.802,3145,2,7
528.204,3145,0,7
530.606,3145,0,7
533.009,3146,1,6
535.411,3146,0,6
537.813,3146,0,6
540.216,3146,0,6
542.618,3146,0,6
545.021,3146,0,6
547.423,3146,0,6
549.825,3146,0,6
552.228,3146,0,6
554.63,3146,0,6
557.032,3146,0,6
559.435,3146,0,6
561.837,3146,0,6
564.239,3146,0,6
566.642,3146,0,6
569.044,3147,1,5
571.446,3147,0,5
573.849,3147,0,5
576.251,3147,0,5
578.653,3147,0,5
581.056,3147,0,5
583.458,3147,0,5
585.86,3147,0,5
588.263,3148,1,4
590.665,3148,0,4
593.067,3148,0,4
595.47,3148,0,4
597.872,3148,0,4
600.274,3148,0,4
602.677,3148,0,4
605.079,3148,0,4
607.481,3148,0,4
609.884,3149,1,3
612.286,3149,0,3
614.688,3149,0,3
617.091,3149,0,3
619.493,3149,0,3
621.896,3149,0,3
624.298,3149,0,3
626.7,3149,0,3
629.103,3149,0,3
631.505,3149,0,3
633.907,3149,0,3
636.31,3149,0,3
638.712,3150,1,2
641.114,3150,0,2
643.517,3150,0,2
645.919,3150,0,2
648.321,3150,0,2
650.724,3151,1,1
653.126,3151,0,1
655.528,3151,0,1
657.931,3151,0,1
660.333,3151,0,1
662.735,3151,0,1
665.138,3151,0,1
667.54,3151,0,1
669.942,3151,0,1
672.345,3151,0,1
674.747,3151,0,1
677.149,3151,0,1
679.552,3151,0,1
681.954,3151,0,1
684.356,3151,0,1
686.759,3151,0,1
689.161,3151,0,1
691.563,3151,0,1
693.966,3151,0,1
696.368,3151,0,1
698.771,3151,0,1
701.173,3151,0,1
703.575,3151,0,1
705.978,3151,0,1
708.38,3151,0,1
710.782,3151,0,1
713.185,3151,0,1
715.587,3151,0,1
717.989,3151,0,1
720.392,3151,0,1
722.794,3151,0,1
725.196,3151,0,1
727.599,3151,0,1
730.001,3151,0,1
732.403,3151,0,1
734.806,3151,0,1
737.208,3151,0,1
739.61,3151,0,1
742.013,3152,1,0
744.415,3152,0,0
746.817,3152,0,0
749.22,3152,0,0
751.622,3152,0,0
754.024,3152,0,0
756.427,3152,0,0
758.829,3152,0,0
761.231,3152,0,0
763.634,3152,0,0
766.036,3152,0,0
768.438,3152,0,0
770.841,3152,0,0
773.243,3152,0,0
775.646,3152,0,0
778.048,3152,0,0
780.45,3152,0,0
782.853,3152,0,0
785.255,3152,0,0
787.657,3152,0,0
790.06,3152,0,0
792.462,3152,0,0
794.864,3152,0,0
797.267,3152,0,0
799.669,3152,0,0
802.071,3152,0,0
804.474,3152,0,0
806.876,3152,0,0
809.278,3152,0,0
811.681,3152,0,0
814.083,3152,0,0
816.485,3152,0,0
818.888,3152,0,0
821.29,3152,0,0
823.692,3152,0,0
826.095,3152,0,0
828.497,3152,0,0
830.899,3152,0,0
833.302,3152,0,0
835.704,3152,0,0
838.106,3152,0,0
840.509,3152,0,0
842.911,3152,0,0
845.313,3152,0,0
847.716,3152,0,0
850.118,3152,0,0
852.521,3152,0,0
854.923,3152,0,0
857.325,3152,0,0
859.728,3152,0,0


Started at: Tue Nov 16 18:33:37 2021

Using random seed: 1637084017
Map: res/textures/testmap_maze_1024x512.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4,0,0,0
4.80001,0,0,0
7.20007,0,0,0
9.60012,0,0,0
12.0002,0,0,0
14.4002,0,0,0
16.8003,0,0,0
19.2003,0,0,0
21.6004,0,0,0
24.0005,0,0,0
26.4005,0,0,0
28.8006,0,0,0
31.2006,0,0,0
33.6004,0,0,0
36,0,0,0
38.3996,0,0,0
40.7992,0,0,1
43.1988,0,0,1
45.5984,0,0,1
47.998,0,0,1
50.3975,0,0,1
52.7971,0,0,2
55.1967,0,0,4
57.5963,0,0,5
59.9959,0,0,6
62.3955,0,0,10
64.7954,0,0,10
67.1959,0,0,10
69.5965,0,0,11
71.997,0,0,11
74.3975,0,0,16
76.798,0,0,21
79.1985,0,0,25
81.599,0,0,28
83.9995,0,0,28
86.4,0,0,28
88.8006,0,0,28
91.2011,0,0,28
93.6016,0,0,29
96.0021,0,0,30
98.4026,0,0,30
100.803,0,0,32
103.204,0,0,32
105.604,0,0,32
108.005,0,0,34
110.405,0,0,34
112.806,0,0,35
115.206,0,0,35
117.607,0,0,36
120.007,0,0,37
122.408,0,0,38
124.808,0,0,38
127.209,0,0,39
129.608,0,0,39
132.007,0,0,41
134.405,0,0,42
136.804,0,0,43
139.203,0,0,43
141.601,0,0,43
144,0,0,43
146.399,0,0,43
148.798,0,0,43
151.196,0,0,46
153.595,0,0,47
155.994,0,0,47
158.392,0,0,48
160.791,0,0,49
163.19,0,0,49
165.588,0,0,49
167.987,0,0,49
170.386,0,0,54
172.784,0,0,54
175.183,0,0,54
177.582,0,0,54
179.98,0,0,54
182.379,1,1,53
184.778,1,0,55
187.176,1,0,55
189.575,1,0,58
191.974,1,0,60
194.372,1,0,61
196.771,1,0,70
199.17,1,0,81
201.568,1,0,87
203.967,1,0,91
206.366,1,0,95
208.765,1,0,97
211.163,1,0,99
213.562,1,0,99
215.961,2,1,100
218.359,2,0,102
220.758,2,0,102
223.157,2,0,107
225.555,2,0,112
227.954,2,0,119
230.353,2,0,119
232.751,2,0,119
235.15,2,0,120
237.549,2,0,120
239.947,2,0,120
242.346,2,0,120
244.745,2,0,121
247.143,2,0,122
249.542,2,0,122
251.941,2,0,122
254.339,2,0,123
256.739,2,0,123
259.142,2,0,123
261.544,2,0,123
263.946,2,0,125
266.349,2,0,125
268.751,2,0,125
271.153,3,1,124
273.556,3,0,124
275.958,3,0,124
278.36,3,0,124
280.763,3,0,124
283.165,3,0,124
285.567,3,0,124
287.97,4,1,123
290.372,5,1,122
292.774,5,0,122
295.177,6,1,121
297.579,6,0,121
299.981,6,0,124
302.384,8,2,125
304.786,8,0,125
307.189,11,3,123
309.591,12,1,122
311.993,12,0,122
314.396,12,0,122
316.798,12,0,122
319.2,13,1,128
321.603,13,0,130
324.005,13,0,133
326.407,14,1,136
328.81,16,2,136
331.212,17,1,135
333.614,17,0,135
336.017,19,2,134
338.419,21,2,132
340.821,23,2,130
343.224,24,1,130
345.626,25,1,130
348.028,25,0,132
350.431,25,0,133
352.833,25,0,133
355.235,25,0,135
357.638,27,2,133
360.04,29,2,131
362.442,29,0,132
364.845,29,0,134
367.247,29,0,137
369.649,30,1,136
372.052,30,0,138
374.454,31,1,137
376.856,31,0,137
379.259,32,1,141
381.661,32,0,142
384.064,32,0,144
386.466,34,2,144
388.868,35,1,143
391.271,37,2,141
393.673,40,3,138
396.075,40,0,139
398.478,40,0,143
400.88,44,4,140
403.282,47,3,138
405.685,48,1,137
408.087,52,4,133
410.489,54,2,134
412.892,54,0,138
415.294,54,0,141
417.696,55,1,147
420.099,55,0,150
422.501,56,1,158
424.903,58,2,157
427.306,59,1,158
429.708,59,0,158
432.11,62,3,156
434.513,62,0,156
436.915,63,1,156
439.317,63,0,156
441.72,63,0,156
444.122,63,0,156
446.524,64,1,155
448.927,64,0,155
451.329,67,3,152
453.731,67,0,152
456.134,67,0,155
458.536,67,0,161
460.939,67,0,162
463.341,67,0,162
465.743,68,1,162
468.146,69,1,161
470.548,69,0,161
472.95,69,0,161
475.353,69,0,161
477.755,69,0,161
480.157,69,0,161
482.56,69,0,161
484.962,69,0,161
487.364,69,0,161
489.767,70,1,160
492.169,72,2,158
494.571,72,0,158
496.974,72,0,158
499.376,72,0,158
501.778,73,1,157
504.181,78,5,152
506.583,78,0,152
508.985,78,0,152
511.388,79,1,151
513.79,79,0,152
516.192,80,1,152
518.595,80,0,152
520.997,81,1,154
523.399,82,1,155
525.802,83,1,156
528.204,85,2,154
530.606,89,4,150
533.009,90,1,149
535.411,90,0,150
537.813,90,0,150
540.216,94,4,146
542.618,97,3,144
545.021,99,2,143
547.423,101,2,141
549.825,105,4,137
552.228,105,0,137
554.63,105,0,137
557.032,105,0,137


Started at: Tue Nov 16 18:34:02 2021

Using random seed: 1637084042
Map: res/textures/testmap_maze_1024x512.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4,0,0,0
4.80001,0,0,0
7.20007,0,0,0
9.60012,0,0,0
12.0002,0,0,0
14.4002,0,0,0
16.8003,0,0,0
19.2003,0,0,0
21.6004,0,0,0
24.0005,0,0,0
26.4005,0,0,1
28.8006,0,0,2
31.2006,0,0,5
33.6004,0,0,22
36,0,0,39
38.3996,0,0,70
40.7992,0,0,117
43.1988,0,0,214
45.5984,0,0,378
47.998,0,0,551
50.3975,0,0,799
52.7971,0,0,1253
55.1967,0,0,1706
57.5963,0,0,2250
59.9959,0,0,2361
62.3955,1,1,2360
64.7954,7,6,2354
67.1959,13,6,2348
69.5965,15,2,2346
71.997,18,3,2343
74.3975,34,16,2327
76.798,45,11,2316
79.1985,65,20,2296
81.599,80,15,2281
83.9995,99,19,2262
86.4,111,12,2250
88.8006,128,17,2233
91.2011,145,17,2216
93.6016,176,31,2185
96.0021,215,39,2146
98.4026,248,33,2113
100.803,287,39,2074
103.204,343,56,2018
105.604,388,45,1973
108.005,431,43,1930
110.405,478,47,1883
112.806,528,50,1833
115.206,572,44,1789


Started at: Tue Nov 16 18:35:42 2021

Using random seed: 1637084142
Map: res/textures/testmap_no_walls_1024x512.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4,0,0,0
4.80001,0,0,0
7.20007,0,0,80
9.60012,0,0,375
12.0002,0,0,762
14.4002,0,0,1059
16.8003,1,1,1319
19.2003,41,40,1498
21.6004,91,50,1610
24.0005,159,68,1639
26.4005,226,67,1649
28.8006,300,74,1577
31.2006,379,79,1498
33.6004,455,76,1422
36,518,63,1359
38.3996,598,80,1279
40.7992,655,57,1222
43.1988,713,58,1164
45.5984,767,54,1110
47.998,820,53,1057
50.3975,869,49,1008
52.7971,913,44,964
55.1967,960,47,917
57.5963,998,38,879
59.9959,1053,55,824
62.3955,1103,50,774
64.7954,1133,30,744
67.1959,1169,36,708
69.5965,1204,35,673
71.997,1229,25,648
74.3975,1270,41,607
76.798,1296,26,581
79.1985,1322,26,555
81.599,1349,27,528
83.9995,1369,20,508
86.4,1393,24,484
88.8006,1422,29,455
91.2011,1438,16,439
93.6016,1448,10,429
96.0021,1459,11,418
98.4026,1462,3,415
100.803,1464,2,413
103.204,1469,5,408
105.604,1470,1,407


Started at: Tue Nov 16 18:36:29 2021

Using random seed: 1637084189
Map: res/textures/testmap_no_walls_1024x512.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4,0,0,0
4.80001,0,0,0
7.20007,0,0,87
9.60012,0,0,372
12.0002,0,0,711
14.4002,0,0,991
16.8003,0,0,1263
19.2003,16,16,1463
21.6004,70,54,1625
24.0005,148,78,1696
26.4005,232,84,1645
28.8006,332,100,1545
31.2006,450,118,1427
33.6004,561,111,1316
36,660,99,1217
38.3996,741,81,1136
40.7992,807,66,1070
43.1988,878,71,999
45.5984,944,66,933
47.998,1007,63,870
50.3975,1081,74,796
52.7971,1142,61,735
55.1967,1191,49,686
57.5963,1253,62,624
59.9959,1303,50,574
62.3955,1340,37,537
64.7954,1368,28,509
67.1959,1402,34,475
69.5965,1425,23,452
71.997,1459,34,418
74.3975,1481,22,396
76.798,1506,25,371
79.1985,1519,13,358
81.599,1529,10,348
83.9995,1536,7,341
86.4,1542,6,335
88.8006,1549,7,328
91.2011,1551,2,326
93.6016,1558,7,319
96.0021,1560,2,317
98.4026,1564,4,313
100.803,1570,6,307


Started at: Tue Nov 16 18:37:02 2021

Using random seed: 1637084222
Map: res/textures/testmap_split_path_1024x512.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4,0,0,0
4.80001,0,0,0
7.20007,0,0,66
9.60012,0,0,772
12.0002,0,0,1054
14.4002,33,33,1253
16.8003,183,150,1284
19.2003,311,128,1343
21.6004,498,187,1356
24.0005,728,230,1148
26.4005,942,214,934
28.8006,1137,195,739
31.2006,1283,146,594
33.6004,1402,119,475
36,1489,87,388
38.3996,1552,63,325
40.7992,1619,67,258
43.1988,1661,42,216
45.5984,1697,36,180
47.998,1721,24,156
50.3975,1748,27,129
52.7971,1777,29,100
55.1967,1801,24,76
57.5963,1815,14,62
59.9959,1831,16,46
62.3955,1838,7,39
64.7954,1843,5,34
67.1959,1848,5,29
69.5965,1852,4,25
71.997,1858,6,19
74.3975,1859,1,18
76.798,1860,1,17
79.1985,1860,0,17
81.599,1861,1,16
83.9995,1861,0,16
86.4,1861,0,16
88.8006,1861,0,16
91.2011,1861,0,16
93.6016,1862,1,15
96.0021,1862,0,15
98.4026,1863,1,14
100.803,1863,0,14
103.204,1865,2,12
105.604,1865,0,12
108.005,1866,1,11
110.405,1866,0,11
112.806,1868,2,9
115.206,1868,0,9
117.607,1868,0,9
120.007,1869,1,8
122.408,1869,0,8
124.808,1869,0,8
127.209,1869,0,8
129.608,1869,0,8
132.007,1869,0,8
134.405,1869,0,8
136.804,1869,0,8
139.203,1869,0,8
141.601,1869,0,8


Started at: Tue Nov 16 18:37:30 2021

Using random seed: 1637084250
Map: res/textures/map_collidor_512x256.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
Started at: Tue Nov 16 18:37:51 2021

Using random seed: 1637084271
Map: res/textures/map_collidor_512x144.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
Started at: Tue Nov 16 18:38:03 2021

Using random seed: 1637084283
Map: res/textures/map_corridor_512x144.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food


Started at: Tue Nov 16 18:38:16 2021

Using random seed: 1637084296
Map: res/textures/map_corridor_256x144.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4,0,0,393
4.80001,285,285,108
7.20007,368,83,25
9.60012,387,19,6
12.0002,393,6,0


Started at: Tue Nov 16 18:38:24 2021

Using random seed: 1637084304
Map: res/textures/map_corridor_256x144.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4,0,0,394
4.80001,305,305,89
7.20007,378,73,16
9.60012,393,15,1
12.0002,394,1,0
14.4002,394,0,0
16.8003,394,0,0
19.2003,394,0,0
21.6004,394,0,0
24.0005,394,0,0
26.4005,394,0,0
28.8006,394,0,0
31.2006,394,0,0
33.6004,394,0,0
36,394,0,0
38.3996,394,0,0
40.7992,394,0,0
43.1988,394,0,0
45.5984,394,0,0
47.998,394,0,0
50.3975,394,0,0
52.7971,394,0,0
55.1967,394,0,0
57.5963,394,0,0
59.9959,394,0,0
62.3955,394,0,0
64.7954,394,0,0
67.1959,394,0,0
69.5965,394,0,0
71.997,394,0,0
74.3975,394,0,0
76.798,394,0,0
79.1985,394,0,0
81.599,394,0,0
83.9995,394,0,0
86.4,394,0,0
88.8006,394,0,0


Started at: Tue Nov 16 18:47:57 2021

Using random seed: 1637084877
Map: res/textures/testmap_simplemaze_1024x512.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
Started at: Tue Nov 16 18:48:38 2021

Using random seed: 1637084918
Map: res/textures/testmap_simplemaze_1024x512.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
Started at: Tue Nov 16 18:54:17 2021

Using random seed: 1637085257
Map: res/textures/testmap_simplemaze_1024x512.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
Started at: Tue Nov 16 18:56:11 2021

Using random seed: 1637085371
Map: res/textures/testmap_simplemaze_1024x512.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4,0,0,0
4.80001,0,0,0
7.20007,0,0,0
9.60012,0,0,0
12.0002,0,0,0
14.4002,0,0,0
16.8003,0,0,0
19.2003,0,0,0
21.6004,0,0,0
24.0005,0,0,0
26.4005,0,0,0
28.8006,0,0,0
31.2006,0,0,0
33.6004,0,0,0
36,0,0,0
38.3996,0,0,0
40.7992,0,0,0
43.1988,0,0,0
45.5984,0,0,0
47.998,0,0,0
50.3975,0,0,0
52.7971,0,0,0
55.1967,0,0,0
57.5963,0,0,0
59.9959,0,0,0
62.3955,0,0,0
64.7954,0,0,0
67.1959,0,0,0
69.5965,0,0,0
71.997,0,0,0
74.3975,0,0,0
76.798,0,0,0
79.1985,0,0,0
81.599,0,0,0
83.9995,0,0,0
86.4,0,0,0
88.8006,0,0,0
91.2011,0,0,0
93.6016,0,0,0
96.0021,0,0,0
98.4026,0,0,0
100.803,0,0,0
103.204,0,0,0
105.604,0,0,0
108.005,0,0,0
110.405,0,0,0
112.806,0,0,0
115.206,0,0,0
117.607,0,0,0
120.007,0,0,0
122.408,0,0,0
124.808,0,0,0
127.209,0,0,0
129.608,0,0,0
132.007,0,0,0
134.405,0,0,0
136.804,0,0,0
139.203,0,0,0
141.601,0,0,0
144,0,0,0
146.399,0,0,0
148.798,0,0,0
151.196,0,0,0
153.595,0,0,0
155.994,0,0,0
158.392,0,0,0
160.791,0,0,0
163.19,0,0,0
165.588,0,0,0
167.987,0,0,0
170.386,0,0,0
172.784,0,0,0
175.183,0,0,0
177.582,0,0,0
179.98,0,0,0
182.379,0,0,0
184.778,0,0,0
187.176,0,0,0
189.575,0,0,0
191.974,0,0,0
194.372,0,0,0
196.771,0,0,0
199.17,0,0,0
201.568,0,0,0
203.967,0,0,0
206.366,0,0,0
208.765,0,0,0
211.163,0,0,0
213.562,0,0,0
215.961,0,0,0
218.359,0,0,0
220.758,0,0,0
223.157,0,0,0
225.555,0,0,0
227.954,0,0,0
230.353,0,0,0
232.751,0,0,0
235.15,0,0,0
237.549,0,0,0
239.947,0,0,0
242.346,0,0,0
244.745,0,0,0
247.143,0,0,0
249.542,0,0,0
251.941,0,0,0
254.339,0,0,0
256.739,0,0,0
259.142,0,0,0
261.544,0,0,0
263.946,0,0,0
266.349,0,0,0
268.751,0,0,0
271.153,0,0,0
273.556,0,0,0
275.958,0,0,0
278.36,0,0,0
280.763,0,0,0
283.165,0,0,0
285.567,0,0,0
287.97,0,0,0
290.372,0,0,0
292.774,0,0,0
295.177,0,0,0
297.579,0,0,0
299.981,0,0,0
302.384,0,0,0
304.786,0,0,0
307.189,0,0,0
309.591,0,0,0
311.993,0,0,0
314.396,0,0,0
316.798,0,0,0
319.2,0,0,0
321.603,0,0,0
324.005,0,0,0
326.407,0,0,0
328.81,0,0,0
331.212,0,0,0
333.614,0,0,0
336.017,0,0,0
338.419,0,0,0
340.821,0,0,0
343.224,0,0,0
345.626,0,0,0
348.028,0,0,0
350.431,0,0,0
352.833,0,0,0
355.235,0,0,0
357.638,0,0,0
360.04,0,0,0
362.442,0,0,0
364.845,0,0,0
367.247,0,0,0
369.649,0,0,0
372.052,0,0,0
374.454,0,0,0
376.856,0,0,0
379.259,0,0,0
381.661,0,0,0
384.064,0,0,0
386.466,0,0,0
388.868,0,0,0


Started at: Tue Nov 16 18:57:54 2021

Using random seed: 1637085474
Map: res/textures/testmap_simplemaze_1024x512.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4,0,0,0
4.80001,0,0,0
7.20007,0,0,0
9.60012,0,0,0
12.0002,0,0,2
14.4002,0,0,2
16.8003,0,0,2
19.2003,0,0,2
21.6004,0,0,2
24.0005,0,0,2
26.4005,0,0,2
28.8006,0,0,2
31.2006,0,0,2
33.6004,0,0,2
36,0,0,2
38.3996,0,0,2
40.7992,0,0,2
43.1988,0,0,2
45.5984,0,0,2
47.998,0,0,2
50.3975,0,0,2
52.7971,0,0,2
55.1967,0,0,2
57.5963,0,0,2
59.9959,0,0,47
62.3955,0,0,511
64.7954,0,0,537
67.1959,0,0,560
69.5965,0,0,590
71.997,0,0,635
74.3975,0,0,676
76.798,0,0,739
79.1985,0,0,794
81.599,0,0,849
83.9995,0,0,907
86.4,0,0,953
88.8006,0,0,994
91.2011,0,0,1063
93.6016,16,16,1112
96.0021,74,58,1103
98.4026,121,47,1114
100.803,161,40,1129
103.204,212,51,1133
105.604,256,44,1157
108.005,298,42,1188
110.405,354,56,1203
112.806,398,44,1237
115.206,445,47,1272
117.607,490,45,1289
120.007,555,65,1304
122.408,634,79,1293
124.808,698,64,1290
127.209,775,77,1289
129.608,844,69,1284
132.007,923,79,1259
134.405,999,76,1250
136.804,1070,71,1253
139.203,1153,83,1259
141.601,1216,63,1290
144,1276,60,1318
146.399,1360,84,1345
148.798,1418,58,1366
151.196,1505,87,1358
153.595,1573,68,1374
155.994,1636,63,1383
158.392,1709,73,1408
160.791,1762,53,1451
163.19,1834,72,1408
165.588,1914,80,1328
167.987,1978,64,1264
170.386,2072,94,1170
172.784,2129,57,1113
175.183,2201,72,1041
177.582,2257,56,985
179.98,2304,47,938
182.379,2354,50,888
184.778,2403,49,839
187.176,2462,59,780
189.575,2500,38,742
191.974,2551,51,691
194.372,2605,54,637
196.771,2644,39,598
199.17,2675,31,567
201.568,2719,44,523
203.967,2743,24,499
206.366,2774,31,468
208.765,2795,21,447
211.163,2814,19,428
213.562,2833,19,409
215.961,2855,22,387
218.359,2885,30,357
220.758,2904,19,338
223.157,2916,12,326
225.555,2919,3,323
227.954,2922,3,320
230.353,2933,11,309
232.751,2942,9,300
235.15,2949,7,293
237.549,2952,3,290
239.947,2957,5,285
242.346,2959,2,283
244.745,2960,1,282
247.143,2960,0,282
249.542,2960,0,282
251.941,2960,0,282
254.339,2960,0,282
256.739,2963,3,279
259.142,2963,0,279
261.544,2974,11,268
263.946,2976,2,266
266.349,2979,3,263
268.751,2986,7,256
271.153,3001,15,241
273.556,3013,12,229
275.958,3026,13,216
278.36,3030,4,212
280.763,3034,4,208
283.165,3035,1,207
285.567,3041,6,201
287.97,3042,1,200
290.372,3043,1,199
292.774,3048,5,194
295.177,3052,4,190
297.579,3066,14,176
299.981,3073,7,169
302.384,3077,4,165
304.786,3085,8,157
307.189,3090,5,152
309.591,3095,5,147
311.993,3100,5,142
314.396,3108,8,134
316.798,3112,4,130
319.2,3116,4,126
321.603,3117,1,125
324.005,3120,3,122
326.407,3121,1,121
328.81,3128,7,114
331.212,3131,3,111
333.614,3133,2,109
336.017,3134,1,108


Started at: Tue Nov 16 19:01:07 2021

Using random seed: 1637085667
Map: res/textures/testmap_simplemaze_1024x512.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4,0,0,0
4.80001,0,0,0
7.20007,0,0,0
9.60012,0,0,0
12.0002,0,0,1
14.4002,0,0,18
16.8003,0,0,90
19.2003,0,0,219
21.6004,0,0,353
24.0005,0,0,509
26.4005,10,10,687
28.8006,58,48,864
31.2006,101,43,943
33.6004,154,53,1035
36,199,45,1174
38.3996,265,66,1250
